Year,Month,Bank,State,City,Effective_Days,ATM_Type,ATM_ID,Quarter,Fin_Txn,Non_Fin_Txn,Monthly_Txn,Monthly_Revenue,MHA_Revenue,ATM_Revenue_Total,Rent,Electricity_Bill,ATM_AMC,UPS_AMC,VSAT_AMC,Spare_Rep_SLM,Spare_Rep_AC,Spare_Rep_UPS,Compensation,Penalty,ATM_Housekeeping,Security,Insurance,Total_Cost,Gross_Profit,Gross_Profit_Percent,Txn_Range_Current,Txn_Range_Previous,Txn_Range_Previous_2,Margin_Status,Revenue_Performance,Uptime,Profit_Category
2024,Mar,SBI,Jharkhand,Dhanbad,26,Onsite,SBIJD038431,Q1,1082,333.52,1415.52,17897.62,3579.52,21477.15,26434,2831.05,4180,1745,1879,2054,1914,256,1838,1211,2563,3863,1098,51866.05,73343.2,341.49,Low,High,Low,Below 0%,Poor,98.4,Loss
2024,Dec,SBI,Jharkhand,Deoghar,25,Onsite,SBIJD205577,Q4,4265,2866.6,7131.6,78308.02,15661.6,93969.63,13187,14263.21,4044,1351,2993,1271,1413,1270,1047,1263,2499,3049,852,48502.21,142471.84,151.61,High,Medium,High,Above 0%,Poor,92.15,High Profit
2023,Sep,SBI,Jharkhand,Hazaribagh,29,Brown Label,SBIJH272828,Q3,754,508.03,1262.03,13850.15,2770.03,16620.18,17202,2524.06,6640,1331,1115,1094,250,1073,1609,1252,2308,3267,993,40658.06,57278.24,344.63,Low,Low,Medium,Below 0%,Poor,93.57,Loss
2024,Feb,SBI,Jharkhand,Bokaro,27,Onsite,SBIJB220545,Q1,1438,1002.94,2440.94,26584.7,5316.94,31901.64,17930,4881.88,4240,2653,2148,1553,846,290,1557,1090,2454,4434,882,44958.88,76860.52,240.93,Medium,High,Low,Below 0%,Poor,93.01,Loss
2023,Dec,SBI,Jharkhand,Ranchi,28,Onsite,SBIJR141572,Q4,1736,1117.11,2853.11,31625.55,6325.11,37950.66,17109,5706.22,5963,2509,2969,1991,424,946,1575,1448,2153,3946,1034,47773.22,85723.88,225.88,Medium,High,Medium,Below 0%,Poor,93.83,Loss
2023,Jan,SBI,Jharkhand,Jamshedpur,26,Brown Label,SBIJJ168205,Q1,1493,1023.32,2516.32,27511.6,5502.32,33013.92,23540,5032.64,4532,2129,1572,1601,1647,385,1806,1329,1955,4662,501,50691.64,83705.55,253.55,Medium,Low,Low,Below 0%,Poor,96.14,Loss
2023,Aug,SBI,Jharkhand,Deoghar,30,Offsite,SBIJD210418,Q3,2262,703.49,2965.49,37447.43,7489.49,44936.92,29576,5930.97,3459,1954,1521,805,382,406,1651,1200,1491,2604,1304,52283.97,97220.89,216.35,Medium,High,Low,Below 0%,Poor,97.76,Loss
2024,Sep,SBI,Jharkhand,Ranchi,25,Onsite,SBIJR117177,Q3,1533,1063.81,2596.81,28314.07,5662.81,33976.89,23364,5193.63,3966,2511,2502,1381,1195,675,1134,1336,1598,4130,614,49599.63,83576.52,245.98,Medium,Medium,High,Below 0%,Poor,97.93,Loss
2024,Nov,SBI,Jharkhand,Hazaribagh,28,Brown Label,SBIJH065274,Q4,1693,621.04,2314.04,28500.22,5700.04,34200.26,26505,4628.09,6446,1847,1005,1523,1032,589,1580,1154,2531,4479,1409,54728.09,88928.35,260.02,Medium,Medium,High,Below 0%,Poor,91.4,Loss
2023,Mar,SBI,Jharkhand,Ranchi,29,Offsite,SBIJR153157,Q1,3165,2042.39,5207.39,57686.96,11537.39,69224.35,16733,10414.78,6783,1759,1105,1599,1815,1375,1500,1061,1811,2946,945,49846.78,119071.13,172.01,High,Low,Low,Above 0%,Poor,98.82,High Profit
2023,Jan,SBI,Jharkhand,Hazaribagh,25,Onsite,SBIJH267464,Q1,2224,685.62,2909.62,36788.12,7357.62,44145.75,26421,5819.25,4062,2256,2463,1925,434,537,1094,1162,1814,4121,873,52981.25,97127.0,220.01,Medium,Low,Low,Below 0%,Poor,93.96,Loss
2024,Apr,SBI,Jharkhand,Bokaro,29,Onsite,SBIJB032452,Q2,2224,860.99,3084.99,37664.96,7532.99,45197.95,25420,6169.98,4221,1740,1301,555,1169,365,1085,1345,1733,3296,999,49398.98,94596.93,209.29,Medium,Medium,High,Below 0%,Poor,90.2,Loss
2024,Feb,SBI,Jharkhand,Dhanbad,25,Brown Label,SBIJD216508,Q1,2010,826.37,2836.37,34281.84,6856.37,41138.21,22071,5672.74,6764,2836,1696,2939,809,1312,1306,1155,1975,4027,624,53186.74,94324.94,229.29,Medium,Medium,Low,Below 0%,Poor,97.23,Loss
2024,Dec,SBI,Jharkhand,Dhanbad,25,Offsite,SBIJD133320,Q4,1771,1199.85,2970.85,32564.24,6512.85,39077.09,19323,5941.7,5254,2142,2676,665,1516,320,1084,1085,2377,2277,1249,45909.7,84986.79,217.48,Medium,Low,Medium,Below 0%,Poor,98.95,Loss
2023,Mar,SBI,Jharkhand,Ranchi,29,Brown Label,SBIJR274593,Q1,5823,2431.16,8254.16,99500.78,19900.16,119400.94,13609,16508.31,4690,1641,1869,756,1709,468,1357,1234,2826,4689,680,52036.31,171437.25,143.58,High,High,Low,Above 0%,Poor,98.17,High Profit
2024,Aug,SBI,Jharkhand,Ranchi,29,Brown Label,SBIJR201484,Q3,3148,1819.23,4967.23,56316.15,11263.23,67579.38,28296,9934.46,4019,2365,2391,1931,692,1461,1732,1200,1855,4004,817,60697.46,128276.84,189.82,Medium,Low,Low,Above 0%,Poor,91.9,Low Profit
2024,Dec,SBI,Jharkhand,Dhanbad,27,Onsite,SBIJD186846,Q4,697,319.11,1016.11,12050.55,2410.11,14460.66,24975,2032.22,3522,1869,2190,1591,533,1041,1267,1257,2342,3903,1226,47748.22,62208.88,430.19,Low,Low,Medium,Below 0%,Poor,93.1,Loss
2023,Jan,SBI,Jharkhand,Deoghar,27,Offsite,SBIJD081846,Q1,2533,1252.94,3785.94,44259.72,8851.94,53111.67,14157,7571.89,4412,2269,2563,2853,1544,445,1458,1013,2752,2012,1322,44371.89,97483.56,183.54,Medium,High,High,Above 0%,Poor,99.99,Low Profit
2024,Aug,SBI,Jharkhand,Dhanbad,25,Offsite,SBIJD059745,Q3,1808,902.44,2710.44,31632.22,6326.44,37958.66,16754,5420.89,3204,1077,2025,1562,1941,402,1317,1023,2774,4371,964,42834.89,80793.55,212.85,Medium,Medium,Low,Below 0%,Poor,95.15,Loss
2023,Jul,SBI,Jharkhand,Ranchi,28,Onsite,SBIJR163499,Q3,2596,868.27,3464.27,43281.37,8656.27,51937.64,25087,6928.55,3070,2128,1024,1896,970,1309,1110,1093,2274,4975,1315,53179.55,105117.19,202.39,Medium,High,Low,Below 0%,Poor,93.97,Loss
2024,Jan,SBI,Jharkhand,Jamshedpur,28,Offsite,SBIJJ231765,Q1,2798,1385.91,4183.91,48899.53,9779.91,58679.44,28276,8367.81,3824,1774,1883,2451,1989,733,1433,1317,2982,2829,940,58798.81,117478.25,200.2,Medium,High,Low,Below 0%,Poor,94.43,Loss
2024,Sep,SBI,Jharkhand,Dhanbad,25,Onsite,SBIJD286862,Q3,1200,437.25,1637.25,20186.24,4037.25,24223.49,12148,3274.5,6481,1990,2777,1014,1403,577,1015,1042,2116,3450,563,37850.5,62073.99,256.26,Low,Medium,Low,Below 0%,Poor,96.45,Loss
2024,May,SBI,Jharkhand,Deoghar,27,Brown Label,SBIJD210490,Q2,1120,413.37,1533.37,18866.83,3773.37,22640.2,20985,3066.73,5105,1160,1641,881,1672,472,1941,1491,1955,4153,918,45440.73,68080.93,300.71,Low,Medium,High,Below 0%,Poor,93.86,Loss
2023,Oct,SBI,Jharkhand,Dhanbad,26,Offsite,SBIJD021296,Q4,1760,649.71,2409.71,29648.57,5929.71,35578.28,26403,4819.43,6133,1569,1263,2489,663,960,1751,1434,2804,2704,744,53736.43,89314.71,251.04,Medium,High,Low,Below 0%,Poor,92.17,Loss
2024,Feb,SBI,Jharkhand,Ranchi,26,Onsite,SBIJR034181,Q1,754,502.95,1256.95,13824.74,2764.95,16589.69,25567,2513.9,5695,2762,2546,1318,561,676,1610,1445,2688,3176,1203,51760.9,68350.59,412.01,Low,Low,Medium,Below 0%,Poor,94.94,Loss
2023,Feb,SBI,Jharkhand,Ranchi,27,Brown Label,SBIJR308085,Q1,3218,1141.04,4359.04,53975.21,10795.04,64770.25,12536,8718.08,3515,2344,2073,1748,587,1341,1329,1286,1548,3259,618,40902.08,105672.33,163.15,Medium,Medium,Medium,Above 0%,Poor,96.85,High Profit
2023,Sep,SBI,Jharkhand,Dhanbad,30,Brown Label,SBIJD211964,Q3,4518,2202.37,6720.37,78781.85,15756.37,94538.22,29544,13440.74,3701,1121,1612,2726,243,962,1417,1388,2668,4467,1237,64526.74,159064.96,168.25,High,Medium,High,Above 0%,Poor,90.32,High Profit
2023,Jul,SBI,Jharkhand,Deoghar,30,Brown Label,SBIJD080750,Q3,4407,2188.35,6595.35,77046.74,15409.35,92456.09,25982,13190.7,4922,1101,1043,812,1095,557,1027,1131,2335,4135,1053,58383.7,150839.78,163.15,High,Medium,High,Above 0%,Poor,93.7,High Profit
2023,Aug,SBI,Jharkhand,Dhanbad,25,Brown Label,SBIJD053450,Q3,3788,1994.06,5782.06,66790.32,13358.06,80148.38,14434,11564.13,3664,2120,1663,839,299,244,1360,1353,1964,2613,1117,43234.13,123382.5,153.94,High,Low,Low,Above 0%,Poor,92.53,High Profit
2024,Mar,SBI,Jharkhand,Deoghar,26,Brown Label,SBIJD033100,Q1,5282,2610.38,7892.38,92281.89,18456.38,110738.26,19721,15784.75,6199,2657,2662,2273,363,467,1876,1373,2608,2965,1277,60225.75,170964.02,154.39,High,High,High,Above 0%,Poor,98.33,High Profit
2023,Mar,SBI,Jharkhand,Ranchi,30,Brown Label,SBIJR045250,Q1,1419,762.53,2181.53,25097.66,5019.53,30117.19,25887,4363.06,6971,1335,2218,2706,1552,1487,1569,1261,2678,2085,1434,55546.06,85663.26,284.43,Medium,High,Medium,Below 0%,Poor,90.5,Loss
2024,Sep,SBI,Jharkhand,Bokaro,26,Offsite,SBIJB132880,Q3,2174,1148.97,3322.97,38354.83,7670.97,46025.79,24079,6645.93,6192,2858,2489,1373,1992,584,1828,1180,1532,4658,1458,56868.93,102894.72,223.56,Medium,Low,Medium,Below 0%,Poor,98.37,Loss
2024,Apr,SBI,Jharkhand,Hazaribagh,29,Brown Label,SBIJH116896,Q2,3889,2559.5,6448.5,71132.52,14226.5,85359.03,16457,12897.01,6643,1722,1156,687,1861,742,1913,1170,1324,2767,1382,50721.01,136080.04,159.42,High,High,High,Above 0%,Poor,95.21,High Profit
2024,Jul,SBI,Jharkhand,Ranchi,27,Onsite,SBIJR090529,Q3,3681,1383.75,5064.75,62133.76,12426.75,74560.51,16505,10129.5,3420,2167,1863,2568,1215,1261,1585,1325,2605,4631,883,50157.5,124718.01,167.27,High,High,High,Above 0%,Poor,96.29,High Profit
2024,Apr,SBI,Jharkhand,Deoghar,27,Offsite,SBIJD043108,Q2,1735,1205.11,2940.11,32050.56,6410.11,38460.67,13306,5880.22,3600,2781,1793,2650,1464,454,1609,1416,2502,3518,738,41711.22,80171.89,208.45,Medium,Medium,High,Below 0%,Poor,91.86,Loss
2024,Dec,SBI,Jharkhand,Deoghar,28,Onsite,SBIJD109143,Q4,2247,898.5,3145.5,38197.48,7639.5,45836.98,17874,6290.99,6800,2756,2890,2972,1507,1226,1377,1244,1441,4786,868,52031.99,97868.97,213.52,Medium,Medium,Low,Below 0%,Poor,92.16,Loss
2023,Oct,SBI,Jharkhand,Hazaribagh,25,Brown Label,SBIJH151137,Q4,1207,609.59,1816.59,21152.93,4230.59,25383.52,25985,3633.17,3574,2175,1649,2781,346,1482,1453,1301,1828,2553,1376,50136.17,75519.69,297.51,Low,Medium,Medium,Below 0%,Poor,93.29,Loss
2024,Sep,SBI,Jharkhand,Hazaribagh,27,Onsite,SBIJH271022,Q3,5767,3832.12,9599.12,105665.61,21133.12,126798.73,12694,19198.24,3907,2505,1136,2626,552,1321,1793,1395,2267,3824,1074,54292.24,181090.97,142.82,High,Low,Low,Above 0%,Good,95.51,High Profit
2024,Feb,SBI,Jharkhand,Ranchi,27,Offsite,SBIJR177510,Q1,3734,2502.7,6236.7,68523.52,13704.7,82228.23,17049,12473.41,4063,1461,2843,815,1717,1360,1289,1121,2293,3158,827,50469.41,132697.64,161.38,High,Medium,High,Above 0%,Poor,92.2,High Profit
2023,Sep,SBI,Jharkhand,Deoghar,27,Onsite,SBIJD116438,Q3,4116,2081.29,6197.29,72146.47,14429.29,86575.76,27235,12394.59,4730,2654,2167,1030,1212,584,1759,1179,2977,3735,707,62363.59,148939.35,172.03,High,Medium,Medium,Above 0%,Poor,91.78,High Profit
2024,Nov,SBI,Jharkhand,Bokaro,25,Brown Label,SBIJB067896,Q4,689,434.31,1123.31,12506.53,2501.31,15007.84,13689,2246.61,4668,2871,2668,1066,1982,1243,1699,1480,1297,4677,673,40259.61,55267.45,368.26,Low,Medium,Medium,Below 0%,Poor,93.1,Loss
2023,Nov,SBI,Jharkhand,Jamshedpur,30,Offsite,SBIJJ171285,Q4,5109,2861.61,7970.61,90943.03,18188.61,109131.63,13500,15941.21,6192,2225,1383,680,891,413,1609,1220,2284,3253,1149,50740.21,159871.84,146.49,High,Low,Medium,Above 0%,Poor,93.76,High Profit
2023,Feb,SBI,Jharkhand,Hazaribagh,30,Offsite,SBIJH152453,Q1,4962,1864.79,6826.79,83753.97,16750.79,100504.76,24363,13653.59,4458,1597,2953,2135,992,1143,1601,1271,1202,2475,1378,59221.59,159726.35,158.92,High,Medium,High,Above 0%,Poor,94.23,High Profit
2023,Feb,SBI,Jharkhand,Jamshedpur,26,Offsite,SBIJJ280875,Q1,1990,1135.74,3125.74,35528.68,7105.74,42634.41,28406,6251.47,3547,2544,1425,973,1849,646,1841,1042,2268,2266,1213,54271.47,96905.88,227.29,Medium,High,High,Below 0%,Poor,92.34,Loss
2024,Mar,SBI,Jharkhand,Bokaro,25,Brown Label,SBIJB205970,Q1,2341,944.63,3285.63,39838.14,7967.63,47805.77,29716,6571.26,6320,2114,2190,1465,1849,785,1439,1139,2695,2742,748,59773.26,107579.02,225.03,Medium,High,High,Below 0%,Poor,97.08,Loss
2023,May,SBI,Jharkhand,Deoghar,28,Offsite,SBIJD164595,Q2,5939,2202.87,8141.87,100099.37,20019.87,120119.25,16310,16283.75,6573,2527,2846,1857,1693,1457,1083,1139,2556,2607,837,57768.75,177888.0,148.09,High,Low,High,Above 0%,Good,98.51,High Profit
2023,Aug,SBI,Jharkhand,Deoghar,28,Offsite,SBIJD131586,Q3,1454,710.59,2164.59,25362.95,5072.59,30435.54,23337,4329.18,6821,1688,1115,2850,1307,1449,1951,1185,2014,2664,848,51558.18,81993.72,269.4,Medium,Low,Low,Below 0%,Poor,92.73,Loss
2024,Oct,SBI,Jharkhand,Ranchi,27,Onsite,SBIJR222360,Q4,4267,1787.6,6054.6,72942.99,14588.6,87531.59,21604,12109.2,3477,2469,2799,2029,288,844,1226,1155,1898,4716,1372,55986.2,143517.78,163.96,High,High,Medium,Above 0%,Poor,99.63,High Profit
2024,Jan,SBI,Jharkhand,Dhanbad,29,Brown Label,SBIJD191659,Q1,549,246.56,795.56,9467.82,1893.56,11361.38,21573,1591.13,6743,2840,1951,586,481,551,1261,1301,1194,3725,1228,45025.13,56386.51,496.3,Low,High,Low,Below 0%,Poor,93.23,Loss
2023,Aug,SBI,Jharkhand,Deoghar,25,Offsite,SBIJD023545,Q3,561,274.56,835.56,9787.8,1957.56,11745.36,12598,1671.12,4906,2834,1297,925,1232,414,1211,1338,2847,2089,1033,34395.12,46140.48,392.84,Low,High,Low,Below 0%,Poor,93.67,Loss
2023,Oct,SBI,Jharkhand,Jamshedpur,29,Onsite,SBIJJ036455,Q4,4430,2204.51,6634.51,77472.53,15494.51,92967.04,27024,13269.01,6921,2038,2372,2523,1052,698,1833,1104,1484,3085,1450,64853.01,157820.05,169.76,High,Medium,High,Above 0%,Poor,95.02,High Profit
2023,May,SBI,Jharkhand,Ranchi,27,Offsite,SBIJR149688,Q2,2163,1295.38,3458.38,38921.91,7784.38,46706.29,22163,6916.76,3196,1042,1697,1998,1581,1058,1949,1111,1916,2384,864,47875.76,94582.05,202.5,Medium,Low,Low,Below 0%,Poor,95.13,Loss
2023,Aug,SBI,Jharkhand,Deoghar,26,Brown Label,SBIJD079933,Q3,4484,2370.14,6854.14,79110.71,15822.14,94932.85,13091,13708.28,4078,2564,2991,2171,599,1414,1898,1215,1446,3873,996,50044.28,144977.14,152.72,High,High,Medium,Above 0%,Poor,96.62,High Profit
2024,Jun,SBI,Jharkhand,Ranchi,27,Offsite,SBIJR258236,Q2,1286,737.62,2023.62,22978.11,4595.62,27573.73,27853,4047.24,4380,1197,2674,2958,1812,314,1300,1265,1170,4558,1349,54877.24,82450.97,299.02,Medium,Low,Medium,Below 0%,Poor,96.22,Loss
2024,Oct,SBI,Jharkhand,Deoghar,25,Brown Label,SBIJD109163,Q4,1731,787.24,2518.24,29901.22,5980.24,35881.47,14724,5036.49,4885,2265,1640,1540,1453,482,1372,1269,1874,3497,865,40902.49,76783.96,213.99,Medium,Medium,High,Below 0%,Poor,99.76,Loss
2024,Nov,SBI,Jharkhand,Deoghar,25,Offsite,SBIJD237691,Q4,564,361.16,925.16,10265.81,2053.16,12318.97,26218,1850.32,5724,1705,2422,1555,294,902,1586,1205,2185,3899,959,50504.32,62823.29,509.97,Low,High,Medium,Below 0%,Poor,93.38,Loss
2023,Sep,SBI,Jharkhand,Jamshedpur,27,Onsite,SBIJJ157686,Q3,841,572.6,1413.6,15478.01,3095.6,18573.62,15076,2827.21,4986,1023,2257,710,1296,977,1402,1438,2225,4127,906,39250.21,57823.82,311.32,Low,Low,Medium,Below 0%,Poor,93.28,Loss
2023,Feb,SBI,Jharkhand,Ranchi,29,Brown Label,SBIJR077013,Q1,923,507.17,1430.17,16380.83,3276.17,19657.0,24116,2860.33,3225,2796,2987,2358,547,789,1942,1152,2525,2772,842,48911.33,68568.33,348.82,Low,Low,High,Below 0%,Poor,95.49,Loss
2023,Mar,SBI,Jharkhand,Deoghar,30,Offsite,SBIJD065357,Q1,3754,1766.46,5520.46,65142.28,13028.46,78170.74,16332,11040.91,3574,2815,2261,1848,562,1343,1597,1077,1864,4549,925,49787.91,127958.65,163.69,High,Low,High,Above 0%,Poor,90.27,High Profit
2024,Sep,SBI,Jharkhand,Jamshedpur,30,Brown Label,SBIJJ014797,Q3,4213,1320.17,5533.17,69795.85,13959.17,83755.02,14376,11066.34,5677,2566,2814,2207,867,658,1907,1037,1115,2912,1047,48249.34,132004.35,157.61,High,Medium,Low,Above 0%,Poor,97.05,High Profit
2024,Jun,SBI,Jharkhand,Dhanbad,30,Brown Label,SBIJD187115,Q2,2290,861.56,3151.56,38657.78,7731.56,46389.33,16732,6303.11,6528,1764,1845,2005,1377,277,1846,1461,2054,3503,820,46515.11,92904.45,200.27,Medium,High,High,Below 0%,Poor,98.5,Loss
2024,Dec,SBI,Jharkhand,Dhanbad,28,Offsite,SBIJD204266,Q4,2095,1343.47,3438.47,38142.34,7628.47,45770.81,22646,6876.94,5780,2618,2672,1541,1431,564,1527,1150,2827,2057,660,52349.94,98120.75,214.37,Medium,Low,Low,Below 0%,Poor,95.65,Loss
2024,Feb,SBI,Jharkhand,Hazaribagh,27,Brown Label,SBIJH253849,Q1,1876,629.43,2505.43,31287.13,6257.43,37544.56,19664,5010.85,6443,1367,2544,998,886,381,1705,1159,1514,3633,1456,46760.85,84305.41,224.55,Medium,Low,High,Below 0%,Poor,97.68,Loss
2024,May,SBI,Jharkhand,Dhanbad,27,Onsite,SBIJD124602,Q2,2008,1124.89,3132.89,35744.45,7148.89,42893.34,27367,6265.78,4974,2013,1222,1209,508,546,1515,1089,2258,3695,1125,53786.78,96680.12,225.4,Medium,Low,High,Below 0%,Poor,90.97,Loss
2023,May,SBI,Jharkhand,Deoghar,25,Brown Label,SBIJD096283,Q2,5624,3331.74,8955.74,101018.69,20203.74,121222.43,16331,17911.48,3404,2953,2326,2793,1886,666,1799,1209,2173,4916,1497,59864.48,181086.91,149.38,High,Low,High,Above 0%,Good,95.4,High Profit
2024,Mar,SBI,Jharkhand,Hazaribagh,30,Brown Label,SBIJH144200,Q1,5430,2681.44,8111.44,94857.19,18971.44,113828.62,22570,16222.87,6906,2377,2503,2088,1925,1241,1356,1401,1351,2312,677,62929.87,176758.5,155.28,High,Medium,Medium,Above 0%,Poor,95.98,High Profit
2024,Oct,SBI,Jharkhand,Deoghar,25,Onsite,SBIJD303820,Q4,1260,492.71,1752.71,21363.57,4272.71,25636.29,13156,3505.43,3608,2588,2309,1393,1326,840,1453,1016,2048,4873,512,38627.43,64263.72,250.67,Low,Medium,Low,Below 0%,Poor,93.57,Loss
2024,May,SBI,Jharkhand,Dhanbad,25,Onsite,SBIJD156893,Q2,2689,1472.16,4161.16,47695.78,9539.16,57234.94,23069,8322.31,5383,1159,1836,524,601,744,1128,1197,2460,2581,688,49692.31,106927.25,186.82,Medium,Medium,High,Above 0%,Poor,94.67,Low Profit
2023,May,SBI,Jharkhand,Bokaro,30,Offsite,SBIJB197122,Q2,982,430.7,1412.7,16883.51,3376.7,20260.21,18190,2825.4,3746,2397,1249,2838,487,578,1369,1310,1139,4053,1096,41277.4,61537.61,303.74,Low,Low,Medium,Below 0%,Poor,91.69,Loss
2023,Aug,SBI,Jharkhand,Ranchi,26,Brown Label,SBIJR202660,Q3,702,346.1,1048.1,12260.48,2452.1,14712.58,18014,2096.19,4647,1878,1203,662,1821,322,1710,1077,1254,4303,832,39819.19,54531.77,370.65,Low,Low,Low,Below 0%,Poor,94.11,Loss
2023,Oct,SBI,Jharkhand,Deoghar,27,Offsite,SBIJD257765,Q4,4309,2652.25,6961.25,77896.26,15579.25,93475.52,19506,13922.51,3486,1093,1092,1484,1838,297,1408,1271,1242,3806,1203,51648.51,145124.02,155.25,High,Medium,Low,Above 0%,Poor,90.48,High Profit
2024,Nov,SBI,Jharkhand,Bokaro,26,Onsite,SBIJB021200,Q4,2916,1516.12,4432.12,51320.6,10264.12,61584.73,21397,8864.24,6490,1832,2889,2539,608,492,1263,1176,1377,3992,1213,54132.24,115716.97,187.9,Medium,Low,Low,Above 0%,Poor,93.75,Low Profit
2023,Jun,SBI,Jharkhand,Hazaribagh,27,Brown Label,SBIJH075148,Q2,847,395.47,1242.47,14682.33,2936.47,17618.79,22792,2484.93,4949,2803,1458,2868,1534,883,1664,1147,1984,4496,1499,50561.93,68180.72,386.98,Low,High,Low,Below 0%,Poor,98.04,Loss
2023,Dec,SBI,Jharkhand,Ranchi,27,Offsite,SBIJR033892,Q4,4387,1384.02,5771.02,72725.12,14545.02,87270.15,17885,11542.05,4976,1310,2556,851,257,414,1027,1311,2364,2106,1422,48021.05,135291.2,155.03,High,High,Medium,Above 0%,Poor,92.35,High Profit
2023,Aug,SBI,Jharkhand,Bokaro,29,Brown Label,SBIJB275846,Q3,1511,838.41,2349.41,26857.03,5371.41,32228.44,15094,4698.81,5949,1897,2101,2966,1188,658,1844,1143,2103,2249,1431,43321.81,75550.25,234.42,Medium,High,Medium,Below 0%,Poor,90.74,Loss
2023,Dec,SBI,Jharkhand,Hazaribagh,25,Brown Label,SBIJH097644,Q4,3348,1121.74,4469.74,55828.69,11165.74,66994.43,17249,8939.48,4971,1475,1772,1014,1962,771,1955,1141,1132,2136,637,45154.48,112148.9,167.4,Medium,Low,Low,Above 0%,Poor,96.38,High Profit
2023,Aug,SBI,Jharkhand,Ranchi,30,Onsite,SBIJR139390,Q3,2376,843.58,3219.58,39857.89,7971.58,47829.47,17831,6439.16,3065,2811,2035,2934,787,1142,1419,1231,2328,2378,523,44923.16,92752.63,193.92,Medium,Low,Medium,Above 0%,Poor,92.85,Low Profit
2023,Oct,SBI,Jharkhand,Hazaribagh,27,Offsite,SBIJH077100,Q4,4258,1871.99,6129.99,73229.97,14645.99,87875.96,12555,12259.99,5441,2713,2910,1661,1841,609,1942,1304,2122,3672,1237,50266.99,138142.95,157.2,High,Medium,Low,Above 0%,Poor,96.68,High Profit
2024,Jun,SBI,Jharkhand,Dhanbad,29,Brown Label,SBIJD116428,Q2,2997,1790.6,4787.6,53908.0,10781.6,64689.6,21448,9575.2,5155,2971,2764,2878,329,775,1076,1009,2666,4237,1116,55999.2,120688.8,186.57,Medium,High,High,Above 0%,Poor,91.08,Low Profit
2023,Nov,SBI,Jharkhand,Deoghar,27,Offsite,SBIJD040905,Q4,1319,582.33,1901.33,22696.67,4539.33,27236.0,24173,3802.67,4508,2647,2820,2441,1572,1062,1503,1097,1453,2876,536,50490.67,77726.67,285.38,Low,Low,High,Below 0%,Poor,91.69,Loss
2023,Aug,SBI,Jharkhand,Ranchi,28,Onsite,SBIJR262014,Q3,2763,1282.77,4045.77,47858.86,9571.77,57430.63,21211,8091.54,4170,1641,1493,1877,1938,243,1050,1451,1887,3961,536,49549.54,106980.17,186.28,Medium,High,High,Above 0%,Poor,94.02,Low Profit
2024,Aug,SBI,Jharkhand,Jamshedpur,29,Brown Label,SBIJJ108254,Q3,2295,694.41,2989.41,37897.03,7579.41,45476.44,25976,5978.81,4145,2429,2143,1500,1259,1038,1096,1128,2383,2813,1240,53128.81,98605.25,216.83,Medium,Low,High,Below 0%,Poor,90.45,Loss
2024,Jun,SBI,Jharkhand,Deoghar,28,Onsite,SBIJD175368,Q2,4630,3038.36,7668.36,84641.81,16928.36,101570.17,19302,15336.72,6999,1640,1197,506,861,748,1084,1491,1190,2295,1255,53904.72,155474.89,153.07,High,High,Low,Above 0%,Poor,99.75,High Profit
2024,Sep,SBI,Jharkhand,Bokaro,28,Brown Label,SBIJB231816,Q3,1518,962.07,2480.07,27580.34,5516.07,33096.41,17290,4960.14,4457,1094,2108,1032,1711,347,1499,1003,1411,3235,687,40834.14,73930.55,223.38,Medium,Low,Medium,Below 0%,Poor,94.62,Loss
2023,Jul,SBI,Jharkhand,Jamshedpur,27,Brown Label,SBIJJ043785,Q3,2964,1899.57,4863.57,53957.85,10791.57,64749.42,29586,9727.14,3552,1577,1275,2842,1486,1027,1927,1328,2480,2127,791,59725.14,124474.56,192.24,Medium,Medium,Low,Above 0%,Poor,91.04,Low Profit
2023,Nov,SBI,Jharkhand,Bokaro,29,Offsite,SBIJB071567,Q4,706,353.71,1059.71,12358.56,2471.71,14830.28,19629,2119.43,4360,1299,1176,1046,257,391,1484,1464,2732,3353,1172,40482.43,55312.7,372.97,Low,Low,Low,Below 0%,Poor,91.34,Loss
2023,Aug,SBI,Jharkhand,Ranchi,27,Offsite,SBIJR296991,Q3,1403,547.8,1950.8,23784.01,4756.8,28540.81,24901,3901.6,3965,2580,1731,1156,635,684,1747,1199,1384,3697,635,48215.6,76756.42,268.94,Low,High,Low,Below 0%,Poor,95.41,Loss
2024,Apr,SBI,Jharkhand,Bokaro,25,Onsite,SBIJB051537,Q2,4134,2781.11,6915.11,75915.57,15183.11,91098.69,23797,13830.23,3050,1825,2818,2342,208,1390,1782,1335,2135,3951,1115,59578.23,150676.92,165.4,High,High,High,Above 0%,Poor,98.34,High Profit
2023,Dec,SBI,Jharkhand,Dhanbad,28,Brown Label,SBIJD243375,Q4,588,207.72,795.72,9858.6,1971.72,11830.32,19390,1591.44,4619,1009,1209,1615,1943,232,1913,1389,1494,3259,586,40249.44,52079.76,440.22,Low,Low,Medium,Below 0%,Poor,95.28,Loss
2024,Jul,SBI,Jharkhand,Hazaribagh,26,Offsite,SBIJH289610,Q3,597,275.47,872.47,10332.33,2066.47,12398.79,29903,1744.93,3697,2802,2230,521,917,223,1621,1294,2289,2908,953,51102.93,63501.72,512.16,Low,Low,High,Below 0%,Poor,98.83,Loss
